FileNum,Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
649,text649.txt,1,20,99,50,3.37,25.77,20,40,75,40,0,0,0,0,0,0,0,0,15,25,0,0,0,0,5,5,5,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,0,5,0,5,0,0,10,0,10,0,5,0,0,5,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,5
650,text650.txt,1,10,77.33,84.14,3.37,1,10,20,50,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,30,0,0,0,0,0,20,0,20,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,20,0,0,10,0,10,0,20,0,10,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0
651,text651.txt,1,14,99,50,13.15,25.77,14,28.57,50,21.43,0,0,0,0,0,0,0,0,7.14,14.29,0,0,7.14,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,35.71,7.14,0,0,0,0,0,0,14.29,0,14.29,0
652,text652.txt,1,18,99,86.68,23.51,98.27,18,22.22,66.67,33.33,0,0,0,0,0,0,0,0,11.11,16.67,5.56,0,0,0,5.56,5.56,5.56,0,5.56,5.56,5.56,5.56,0,0,0,0,11.11,0,0,0,0,5.56,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,5.56,0,5.56,5.56,0,0,5.56,0,0,16.67,0,16.67,0,5.56,0,0,0,0,0,0,0,0,0,0,0,33.33,5.56,16.67,0,0,0,0,0,0,0,11.11,0
653,text653.txt,1,5,92.84,50,43.37,25.77,5,20,60,40,0,0,0,0,0,0,0,0,20,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0
654,text654.txt,1,15,92.84,50,1,99,15,46.67,60,20,0,0,0,0,0,0,0,0,6.67,6.67,6.67,0,6.67,0,6.67,20,13.33,0,6.67,0,13.33,13.33,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,26.67,0,13.33,13.33,6.67,0,0,6.67,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0
655,text655.txt,1,18,99,71.09,1,25.77,18,22.22,66.67,38.89,0,0,0,0,0,0,0,0,5.56,22.22,0,0,11.11,0,0,0,0,0,16.67,5.56,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,5.56,0,5.56,0,0,0,0,0,0,5.56,0,0,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0
656,text656.txt,1,11,98.22,81.84,31.94,25.77,11,27.27,54.55,9.09,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,9.09,0,0,0,18.18,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,18.18,0,9.09,9.09,9.09,0,0,9.09,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0
657,text657.txt,1,19,98.6,70.08,1,1,19,21.05,52.63,26.32,0,0,0,0,0,0,0,0,0,21.05,0,5.26,5.26,0,5.26,0,0,0,10.53,0,10.53,0,10.53,0,10.53,0,5.26,0,0,0,0,5.26,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,0,5.26,5.26,0,0,0,0,0,5.26,0,5.26,0,10.53,0,0,0,0,5.26,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0
658,text658.txt,1,12,99,50,74.76,1,12,16.67,66.67,41.67,0,0,0,0,0,0,0,0,16.67,25,0,0,0,0,0,0,0,0,8.33,0,8.33,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,8.33,0,0,8.33,0,0,0,25,0,16.67,8.33,0,0,0,0,0,0,0,0,0,0,0,0,33.33,8.33,8.33,0,0,0,0,0,16.67,0,0,0
659,text659.txt,1,14,99,76.25,52.86,1,14,14.29,78.57,28.57,0,0,0,0,0,0,0,0,7.14,21.43,0,0,0,0,7.14,0,0,0,14.29,7.14,7.14,0,7.14,0,0,7.14,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,7.14,14.29,0,0,0,7.14,0,0,21.43,0,0,21.43,7.14,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0
660,text660.txt,1,18,99,86.68,4.97,25.77,18,33.33,72.22,33.33,0,0,0,0,0,0,0,0,5.56,22.22,5.56,0,0,0,11.11,5.56,5.56,0,5.56,5.56,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,5.56,0,5.56,0,0,0,0,0,0,5.56,0,0,5.56,0,0,5.56,5.56,0,11.11,0,11.11,0,11.11,0,0,0,0,5.56,0,0,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0
661,text661.txt,1,39,99,90,1,73.64,19.5,17.95,89.74,61.54,10.26,5.13,0,5.13,0,0,0,5.13,15.38,23.08,5.13,5.13,5.13,0,12.82,0,0,0,2.56,2.56,2.56,2.56,0,0,0,0,7.69,0,0,0,0,7.69,0,2.56,0,5.13,0,0,0,0,0,0,0,0,0,0,0,20.51,7.69,0,7.69,5.13,0,2.56,10.26,0,5.13,0,2.56,2.56,12.82,2.56,0,0,0,0,0,0,0,0,0,0,12.82,5.13,2.56,0,0,0,0,0,5.13,0,0,0
662,text662.txt,1,26,92.84,77.92,17.46,25.77,26,23.08,69.23,38.46,3.85,3.85,0,3.85,0,0,0,0,0,19.23,7.69,0,7.69,0,15.38,0,0,0,7.69,3.85,0,0,0,0,0,0,3.85,0,0,0,0,7.69,0,3.85,0,3.85,0,0,0,0,0,0,0,0,0,0,0,3.85,3.85,0,0,0,0,3.85,7.69,0,15.38,3.85,11.54,0,7.69,0,0,0,0,0,0,0,0,0,0,0,7.69,3.85,0,0,0,0,0,3.85,0,0,0,0
663,text663.txt,1,19,99,70.08,4.05,25.77,19,26.32,84.21,47.37,5.26,5.26,0,0,0,0,5.26,0,21.05,15.79,5.26,0,0,5.26,10.53,0,0,0,0,0,0,0,0,0,0,0,15.79,0,0,0,0,5.26,0,0,0,0,0,5.26,5.26,5.26,0,0,0,0,0,0,0,5.26,0,0,5.26,0,0,10.53,0,0,5.26,0,0,5.26,15.79,0,0,5.26,0,0,0,0,0,0,0,0,21.05,5.26,5.26,0,0,0,0,0,0,0,10.53,0
664,text664.txt,1,14,67.14,50,52.86,25.77,14,35.71,78.57,35.71,7.14,7.14,0,0,0,7.14,0,0,0,14.29,14.29,0,0,7.14,21.43,7.14,0,0,0,0,0,0,0,0,0,0,21.43,0,0,7.14,7.14,14.29,0,0,0,0,0,14.29,7.14,0,7.14,0,0,0,0,0,0,14.29,0,0,14.29,0,0,7.14,14.29,0,14.29,0,0,7.14,14.29,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0
665,text665.txt,1,15,99,74.76,98.01,25.77,15,20,73.33,46.67,0,0,0,0,0,0,0,0,13.33,20,6.67,0,6.67,0,13.33,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,13.33,0,6.67,0,6.67,0,0,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,33.33,6.67,26.67,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0
666,text666.txt,1,27,95.79,64.46,4.97,1,27,14.81,70.37,25.93,3.7,3.7,0,0,0,0,3.7,0,7.41,7.41,3.7,0,3.7,0,7.41,7.41,7.41,0,7.41,0,3.7,0,3.7,0,0,3.7,7.41,3.7,0,0,0,3.7,0,0,3.7,3.7,0,3.7,3.7,3.7,0,0,0,0,0,0,0,7.41,3.7,3.7,3.7,0,3.7,0,3.7,3.7,11.11,3.7,7.41,0,22.22,3.7,7.41,11.11,0,0,0,0,0,0,0,0,18.52,3.7,7.41,0,0,0,0,7.41,0,0,0,0
667,text667.txt,1,18,99,50,87.07,25.77,18,11.11,88.89,38.89,0,0,0,0,0,0,0,0,16.67,16.67,5.56,0,0,0,11.11,11.11,5.56,0,11.11,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,5.56,5.56,0,5.56,5.56,0,27.78,5.56,11.11,11.11,5.56,0,0,5.56,0,0,0,0,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0
668,text668.txt,1,20,99,30.86,15.86,25.77,20,20,75,40,0,0,0,0,0,0,0,0,10,30,0,0,0,0,5,10,10,0,15,10,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,15,0,5,15,0,0,0,5,0,10,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,10,5,5,0,0,0,0,0,0,0,0,0
669,text669.txt,1,12,80.75,50,98.01,25.77,12,33.33,83.33,50,8.33,8.33,0,8.33,0,0,0,0,8.33,16.67,8.33,0,8.33,8.33,25,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,16.67,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,25,8.33,0,8.33,8.33,0,8.33,16.67,0,16.67,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0
670,text670.txt,1,21,92.84,82.96,68.01,25.77,21,23.81,85.71,52.38,9.52,9.52,0,4.76,4.76,0,0,0,14.29,14.29,9.52,4.76,4.76,0,14.29,4.76,4.76,0,4.76,0,0,0,0,0,0,0,9.52,0,0,0,0,9.52,0,0,4.76,4.76,0,9.52,0,0,0,0,0,0,0,0,0,14.29,4.76,0,4.76,4.76,0,4.76,4.76,0,19.05,0,19.05,0,0,0,0,0,9.52,0,0,0,0,0,0,0,23.81,4.76,4.76,0,0,0,0,0,0,4.76,0,9.52
671,text671.txt,1,29,99,84.96,95.26,99,29,10.34,93.1,55.17,13.79,6.9,0,6.9,0,0,0,6.9,10.34,24.14,6.9,0,0,0,13.79,6.9,6.9,0,3.45,6.9,6.9,6.9,0,0,0,0,6.9,0,0,0,0,13.79,0,6.9,0,0,3.45,3.45,0,0,0,0,0,0,0,0,0,17.24,6.9,6.9,3.45,0,0,3.45,6.9,3.45,27.59,0,17.24,10.34,10.34,0,0,0,0,0,0,0,0,0,0,0,24.14,13.79,0,0,0,0,0,0,6.9,3.45,0,0
672,text672.txt,1,22,99,81.84,31.94,1,22,22.73,77.27,40.91,9.09,4.55,0,0,0,4.55,0,4.55,13.64,18.18,0,0,0,0,9.09,4.55,0,4.55,4.55,4.55,4.55,0,4.55,0,4.55,0,9.09,0,0,0,4.55,0,0,0,0,0,0,0,4.55,0,4.55,0,4.55,4.55,0,0,0,0,0,0,0,0,0,4.55,4.55,0,22.73,4.55,18.18,0,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,4.55,4.55,0,0,0,0,0,0,0,0,0
673,text673.txt,1,11,98.22,50,85.21,1,11,18.18,63.64,27.27,0,0,0,0,0,0,0,0,0,18.18,9.09,0,0,0,0,0,0,0,18.18,9.09,9.09,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,18.18,0,0,0,18.18,0,27.27,9.09,18.18,0,0,0,0,9.09,0,0,0,0,0,0,0,0,36.36,9.09,9.09,0,0,0,0,9.09,0,0,0,9.09
674,text674.txt,1,7,99,50,89.63,25.77,7,42.86,71.43,14.29,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,28.57,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0
675,text675.txt,1,24,71.61,79.76,1,25.77,12,20.83,62.5,41.67,16.67,0,0,0,0,0,0,16.67,4.17,12.5,8.33,4.17,0,0,8.33,0,0,4.17,8.33,0,0,0,0,0,0,0,8.33,0,0,0,0,4.17,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,4.17,0,0,4.17,4.17,0,0,0,0,0,4.17,0,4.17,0,0,0,0,0,0,0,0,0,12.5,8.33,4.17,0,0,0,0,0,0,0,0,0
676,text676.txt,1,19,92.84,70.08,19.27,97.58,19,21.05,78.95,31.58,5.26,0,0,0,0,0,0,5.26,10.53,5.26,5.26,5.26,0,0,15.79,10.53,0,0,10.53,0,5.26,5.26,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,5.26,0,5.26,0,5.26,0,5.26,0,0,5.26,0,0,0,0,5.26,0,5.26,5.26,15.79,0,0,15.79,5.26,0,0,10.53,0,0,0,0,0,0,0,0,15.79,5.26,5.26,0,0,0,0,0,0,0,0,5.26
677,text677.txt,1,9,98.75,50,58.07,25.77,9,22.22,77.78,33.33,0,0,0,0,0,0,0,0,11.11,11.11,0,11.11,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,22.22,0,22.22,0,0,0,11.11,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
678,text678.txt,1,10,99,84.14,3.37,25.77,10,30,70,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10,0,0,0,10,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,30,0,0,30,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0
679,text679.txt,1,9,98.75,50,4.97,25.77,9,33.33,88.89,11.11,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,11.11,0,0,11.11,0,0,0,0,0,11.11,0,0,11.11,33.33,0,0,22.22,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,11.11
680,text680.txt,1,12,80.75,50,23.51,25.77,12,33.33,66.67,25,0,0,0,0,0,0,0,0,0,8.33,16.67,0,0,0,16.67,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,16.67,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,16.67,0,8.33,16.67,0,0,8.33,8.33,0,16.67,8.33,0,16.67,16.67,0,0,8.33,0,0,0,0,0,0,0,0,16.67,8.33,0,0,0,0,0,8.33,0,0,0,0
681,text681.txt,1,8,92.84,99,1,25.77,8,12.5,62.5,25,12.5,12.5,0,12.5,0,0,0,0,0,12.5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,12.5,0,0,12.5,0,0,0,12.5,0,12.5,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,25,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0
682,text682.txt,1,19,48.42,85.38,4.05,25.77,19,15.79,73.68,52.63,5.26,0,0,0,0,0,0,5.26,5.26,10.53,10.53,10.53,5.26,5.26,21.05,0,0,0,0,0,0,0,0,0,0,0,21.05,0,0,0,0,15.79,0,0,0,10.53,0,5.26,10.53,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,21.05,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0
683,text683.txt,1,6,99,50,1,25.77,6,50,66.67,50,0,0,0,0,0,0,0,0,16.67,16.67,16.67,0,0,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0
684,text684.txt,1,14,99,98.33,13.15,25.77,14,35.71,78.57,28.57,0,0,0,0,0,0,0,0,7.14,21.43,0,0,0,0,7.14,7.14,0,0,0,7.14,0,0,0,0,0,0,21.43,7.14,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,35.71,7.14,7.14,21.43,0,0,0,7.14,0,14.29,0,14.29,0,7.14,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0
685,text685.txt,1,14,99,23.75,99,25.77,14,21.43,78.57,35.71,0,0,0,0,0,0,0,0,0,28.57,7.14,0,0,0,7.14,14.29,14.29,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,21.43,0,0,21.43,0,0,0,7.14,0,28.57,0,21.43,7.14,7.14,0,0,7.14,0,0,0,0,0,0,0,0,14.29,7.14,0,0,0,0,0,0,0,0,0,7.14
686,text686.txt,1,24,99,89.42,23.51,92.4,24,29.17,75,37.5,4.17,4.17,0,0,0,4.17,0,0,8.33,16.67,4.17,0,4.17,0,8.33,4.17,0,0,0,0,4.17,4.17,0,0,0,0,12.5,0,0,0,4.17,0,0,0,0,0,0,0,4.17,0,4.17,0,0,0,0,0,0,16.67,0,4.17,16.67,0,0,0,8.33,0,20.83,0,16.67,4.17,20.83,0,0,4.17,0,0,0,0,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0
687,text687.txt,1,18,96.85,71.09,58.07,25.77,9,16.67,66.67,27.78,0,0,0,0,0,0,0,0,5.56,11.11,5.56,0,5.56,0,11.11,11.11,5.56,0,5.56,5.56,0,0,0,0,0,0,5.56,0,0,0,0,5.56,0,0,0,5.56,0,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,0,22.22,5.56,5.56,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
688,text688.txt,1,20,98.46,50,99,25.77,20,5,85,55,5,0,0,0,0,0,0,5,15,20,5,5,10,0,15,10,10,5,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,15,0,15,10,5,0,0,15,0,30,5,20,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,text689.txt,1,16,84.57,50,1,99,8,18.75,75,50,6.25,0,0,0,0,0,0,6.25,12.5,12.5,6.25,12.5,0,6.25,18.75,0,0,0,6.25,0,6.25,6.25,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,6.25,0,6.25,0,0,18.75,0,6.25,0,6.25,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,25,12.5,0,0,0,0,0,0,12.5,0,0,0
690,text690.txt,1,16,71.61,99,74.76,25.77,16,0,93.75,62.5,12.5,12.5,0,12.5,0,0,0,0,0,31.25,12.5,6.25,12.5,0,18.75,25,25,0,12.5,12.5,0,0,0,0,0,0,18.75,0,0,0,0,6.25,0,0,0,0,0,6.25,6.25,0,6.25,0,0,0,0,0,0,12.5,12.5,0,0,0,0,6.25,18.75,0,18.75,0,12.5,6.25,0,0,0,6.25,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0
691,text691.txt,1,10,99,84.14,1,25.77,10,10,50,20,0,0,0,0,0,0,0,0,10,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0
692,text692.txt,1,15,99,50,10.08,25.77,15,26.67,66.67,46.67,6.67,6.67,0,0,0,0,6.67,0,20,13.33,6.67,0,0,0,6.67,13.33,13.33,0,6.67,6.67,0,0,0,0,0,0,6.67,0,0,0,0,6.67,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,6.67,0,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,26.67,6.67,6.67,0,0,0,0,0,0,0,13.33,0
693,text693.txt,1,22,87.28,50,2.4,25.77,22,18.18,77.27,22.73,9.09,4.55,0,0,0,0,4.55,4.55,0,9.09,4.55,0,0,0,9.09,9.09,9.09,4.55,9.09,4.55,0,0,0,0,0,0,4.55,0,0,0,0,9.09,4.55,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,4.55,0,4.55,4.55,0,0,0,9.09,0,0,0,0,0,36.36,0,0,31.82,0,0,0,0,0,0,0,0,13.64,4.55,4.55,0,0,0,0,4.55,0,0,0,0
694,text694.txt,1,34,98.92,72.17,47.25,79.41,17,29.41,85.29,41.18,5.88,2.94,0,0,0,0,2.94,2.94,11.76,14.71,2.94,2.94,2.94,0,5.88,5.88,0,0,11.76,5.88,2.94,2.94,0,0,0,0,5.88,0,0,0,0,11.76,0,0,0,5.88,5.88,0,2.94,2.94,0,0,0,0,0,0,0,2.94,0,0,0,2.94,0,2.94,2.94,2.94,20.59,5.88,8.82,5.88,2.94,0,0,2.94,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0
695,text695.txt,1,29,92.84,36.51,98.71,25.77,29,17.24,86.21,51.72,10.34,0,0,0,0,0,0,10.34,13.79,13.79,6.9,3.45,3.45,3.45,10.34,3.45,0,3.45,6.9,0,0,0,0,0,0,0,3.45,0,0,0,0,10.34,0,3.45,0,3.45,0,3.45,0,0,0,0,0,0,0,0,0,6.9,0,6.9,0,3.45,0,3.45,6.9,0,31.03,3.45,6.9,20.69,6.9,0,0,0,0,0,0,0,0,0,0,0,6.9,3.45,3.45,0,0,0,0,0,0,0,0,0
696,text696.txt,1,27,45.11,77.05,58.07,88.52,27,7.41,85.19,48.15,11.11,11.11,3.7,0,0,0,7.41,0,3.7,11.11,7.41,7.41,11.11,0,25.93,3.7,0,3.7,3.7,0,3.7,3.7,0,0,0,0,14.81,0,0,0,0,7.41,0,3.7,0,0,0,3.7,3.7,0,3.7,0,0,0,0,0,0,7.41,0,3.7,0,3.7,0,18.52,7.41,0,14.81,3.7,7.41,3.7,7.41,0,0,0,0,0,0,0,0,0,0,0,14.81,3.7,7.41,0,0,0,0,3.7,0,0,0,0
697,text697.txt,1,23,80.03,80.77,54.89,25.77,23,17.39,91.3,52.17,13.04,4.35,0,4.35,0,0,0,8.7,8.7,17.39,13.04,0,4.35,4.35,17.39,4.35,0,0,8.7,0,0,0,0,0,0,0,8.7,0,0,0,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,30.43,8.7,0,13.04,4.35,4.35,13.04,4.35,0,21.74,0,17.39,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,8.7,4.35,4.35,0,0,0,0,0,0,0,0,0
698,text698.txt,1,22,87.28,50,61.34,94.75,22,22.73,95.45,45.45,4.55,4.55,0,0,0,0,4.55,0,4.55,18.18,13.64,0,4.55,4.55,22.73,4.55,0,0,0,0,4.55,4.55,0,0,0,0,9.09,0,0,4.55,0,13.64,4.55,4.55,9.09,4.55,0,4.55,0,0,0,0,13.64,0,13.64,4.55,0,18.18,0,0,18.18,0,0,0,18.18,0,22.73,4.55,9.09,9.09,13.64,0,0,0,0,0,0,0,0,0,0,0,13.64,0,4.55,0,0,0,0,9.09,0,0,0,0
699,text699.txt,1,10,98.46,84.14,93.3,25.77,10,40,60,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,20,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,20,0,10,10,0,0,0,10,0,30,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0
700,text700.txt,1,18,99,95.2,23.51,1,18,27.78,88.89,44.44,11.11,0,0,0,0,0,0,11.11,11.11,22.22,0,0,5.56,0,0,5.56,5.56,5.56,5.56,5.56,5.56,0,5.56,0,0,0,16.67,0,0,0,0,5.56,0,5.56,0,0,0,0,5.56,5.56,0,0,5.56,0,0,5.56,0,16.67,0,0,16.67,0,0,0,0,0,16.67,0,11.11,5.56,0,0,0,0,0,0,0,0,0,0,0,0,11.11,5.56,5.56,0,0,0,0,0,0,0,0,0
701,text701.txt,1,13,97.77,50,94.81,25.77,13,30.77,69.23,23.08,0,0,0,0,0,0,0,0,0,15.38,7.69,0,0,0,7.69,15.38,15.38,0,7.69,0,0,0,0,0,0,0,7.69,7.69,0,0,0,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,15.38,7.69,0,7.69,0,0,0,7.69,0,23.08,0,23.08,0,23.08,7.69,7.69,15.38,0,0,0,0,0,0,0,0,15.38,7.69,7.69,0,0,0,0,0,0,0,0,0
702,text702.txt,1,8,92.84,99,7.84,25.77,8,50,50,25,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0
703,text703.txt,1,18,92.84,86.68,4.97,25.77,18,33.33,61.11,33.33,5.56,0,0,0,0,0,0,5.56,5.56,11.11,11.11,0,0,0,27.78,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,5.56,0,5.56,0,0,0,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,5.56,11.11,0,11.11,0,5.56,5.56,5.56,0,0,5.56,0,0,0,0,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0
