FileNum,Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
162,162.txt,1,18,74.89,71.09,1,25.77,9,16.67,33.33,22.22,5.56,5.56,0,0,0,0,5.56,0,0,5.56,0,5.56,5.56,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,5.56,0,5.56,0,0,5.56,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,16.67,11.11,5.56,0,0,0,0,0,0,0,0,0
163,163.txt,1,20,96.54,69.14,3.37,1,20,40,60,25,5,0,0,0,0,0,0,5,5,10,0,0,5,0,0,5,5,5,0,0,5,0,5,5,0,0,5,0,0,0,0,5,0,0,0,5,0,0,5,5,0,0,5,0,5,0,0,20,0,0,15,0,5,0,0,0,10,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0
164,164.txt,1,34,99,50,6.2,79.41,34,29.41,76.47,38.24,0,0,0,0,0,0,0,0,14.71,14.71,2.94,2.94,5.88,0,2.94,11.76,8.82,0,2.94,2.94,2.94,2.94,0,0,0,0,2.94,0,0,0,0,2.94,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,11.76,2.94,2.94,5.88,0,0,2.94,0,0,8.82,0,8.82,0,17.65,2.94,0,0,0,0,0,0,0,0,0,0,5.88,2.94,0,0,0,0,0,2.94,0,0,0,0
165,165.txt,1,12,99,79.76,23.51,99,12,16.67,58.33,16.67,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,0,0,0,0,0,8.33,8.33,0,0,0,0,8.33,0,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8.33,0,8.33,0,8.33,0,16.67,0,16.67,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,166.txt,1,9,74.89,1.38,58.07,99,9,11.11,77.78,44.44,11.11,11.11,11.11,0,0,0,0,0,11.11,11.11,0,11.11,0,11.11,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,11.11,22.22,0,0,22.22,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
167,167.txt,1,11,12.85,18.16,31.94,99,11,18.18,90.91,63.64,18.18,9.09,0,9.09,0,0,0,9.09,9.09,9.09,18.18,9.09,0,9.09,18.18,9.09,0,0,0,9.09,9.09,9.09,0,0,0,0,9.09,0,0,0,0,36.36,0,0,0,9.09,9.09,18.18,0,0,0,0,0,0,0,0,0,27.27,9.09,9.09,9.09,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,9.09,0,0,0,0,0,0,0,0,0
168,168.txt,1,19,99,70.08,81.22,97.58,19,26.32,78.95,42.11,0,0,0,0,0,0,0,0,10.53,21.05,5.26,5.26,5.26,0,5.26,15.79,5.26,0,0,10.53,5.26,5.26,0,0,0,0,5.26,0,0,0,0,5.26,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,10.53,0,26.32,0,10.53,10.53,0,0,0,0,0,0,0,0,0,0,0,0,10.53,5.26,5.26,0,0,0,0,0,0,0,0,0
169,169.txt,1,18,98.75,50,1,1,18,38.89,55.56,33.33,0,0,0,0,0,0,0,0,5.56,16.67,0,11.11,0,0,0,0,0,0,5.56,0,5.56,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,5.56,0,5.56,0,0,5.56,5.56,0,0,0,0,5.56,0,0,0,0,0,0,11.11,5.56,5.56,0,0,0,0,0,0,0,0,0
170,170.txt,1,23,80.03,80.77,54.89,25.77,23,21.74,82.61,43.48,4.35,4.35,0,4.35,0,0,0,0,13.04,4.35,8.7,8.7,4.35,0,13.04,4.35,4.35,4.35,4.35,0,0,0,0,0,0,0,8.7,0,0,0,0,4.35,0,0,0,4.35,0,4.35,0,0,0,0,4.35,4.35,0,0,0,17.39,4.35,0,13.04,0,0,4.35,13.04,0,17.39,0,13.04,4.35,8.7,13.04,0,4.35,0,0,0,0,0,0,0,0,13.04,4.35,4.35,0,0,0,0,4.35,0,0,0,0
171,171.txt,1,23,92.84,95.89,27.39,1,11.5,26.09,56.52,34.78,8.7,8.7,0,0,8.7,0,0,0,4.35,17.39,8.7,0,4.35,0,17.39,0,0,0,0,0,4.35,0,4.35,0,0,0,8.7,0,0,0,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0,8.7,0,17.39,0,0,17.39,0,17.39,0,0,0,0,0,0,0,0,0,0,0,0,0,13.04,8.7,4.35,0,0,0,0,0,0,0,0,0
172,172.txt,1,14,97.54,50,1.06,99,14,42.86,71.43,35.71,0,0,0,0,0,0,0,0,7.14,14.29,7.14,7.14,0,0,14.29,0,0,0,28.57,0,7.14,7.14,0,0,0,0,0,0,0,0,0,7.14,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,7.14,0,7.14,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,35.71,7.14,0,0,0,0,0,0,0,0,14.29,14.29
173,173.txt,1,34,66.07,61.58,2.14,79.41,34,44.12,79.41,44.12,2.94,2.94,0,0,0,0,2.94,0,0,17.65,5.88,5.88,17.65,0,8.82,5.88,5.88,0,0,0,2.94,2.94,0,0,0,0,5.88,0,0,0,0,11.76,0,8.82,0,2.94,0,2.94,5.88,0,5.88,0,0,0,0,0,0,5.88,0,0,5.88,0,0,0,5.88,2.94,5.88,2.94,2.94,0,20.59,0,0,0,0,0,2.94,0,0,0,2.94,0,2.94,2.94,0,0,0,0,0,0,0,0,0,0
174,174.txt,1,11,98.22,50,2.4,99,11,27.27,63.64,27.27,0,0,0,0,0,0,0,0,9.09,9.09,9.09,0,0,0,18.18,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,9.09,0,9.09,0,0,0,0,18.18,9.09,9.09,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0
175,175.txt,1,8,92.84,50,7.84,25.77,8,50,87.5,25,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,12.5,12.5,0,12.5,12.5,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,12.5,0,0,12.5,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0
176,176.txt,1,11,92.84,18.16,85.21,99,11,18.18,63.64,45.45,9.09,9.09,9.09,0,0,0,0,0,9.09,18.18,18.18,0,0,0,27.27,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,177.txt,1,11,92.84,81.84,31.94,25.77,11,36.36,72.73,36.36,9.09,0,0,0,0,0,0,9.09,0,18.18,9.09,0,0,0,9.09,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,18.18,0,18.18,0,0,0,0,9.09,0,0,0,0,0,0,0,0,27.27,9.09,18.18,0,0,0,0,0,0,0,0,0
178,178.txt,1,18,92.84,71.09,1,25.77,18,16.67,72.22,33.33,5.56,0,0,0,0,0,0,5.56,5.56,11.11,11.11,0,0,0,22.22,0,0,5.56,11.11,0,0,0,0,0,0,0,5.56,0,0,0,0,11.11,0,0,11.11,0,0,0,5.56,0,5.56,0,0,0,0,0,0,5.56,0,5.56,0,0,0,5.56,11.11,0,16.67,11.11,5.56,0,11.11,0,0,5.56,0,0,0,0,0,0,0,0,11.11,5.56,0,0,0,0,0,0,0,0,0,5.56
179,179.txt,1,14,97.54,50,13.15,99,14,14.29,78.57,50,7.14,0,0,0,0,0,0,7.14,14.29,14.29,14.29,0,0,0,14.29,7.14,0,0,7.14,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,14.29,0,7.14,7.14,14.29,0,0,7.14,0,0,0,0,0,0,0,0,14.29,7.14,0,0,0,0,0,7.14,0,0,0,0
180,180.txt,1,29,99,50,3.81,99,29,41.38,58.62,31.03,0,0,0,0,0,0,0,0,6.9,17.24,3.45,0,3.45,0,3.45,6.9,6.9,0,3.45,10.34,6.9,6.9,0,0,0,0,3.45,0,0,0,0,10.34,0,3.45,0,3.45,0,3.45,0,0,0,0,0,0,0,0,0,3.45,3.45,0,0,0,0,0,6.9,0,6.9,0,6.9,0,3.45,0,0,0,0,0,0,0,0,0,0,0,3.45,3.45,0,0,0,0,0,0,0,0,0,0
181,181.txt,1,24,49.05,89.42,1,92.4,24,16.67,66.67,33.33,12.5,4.17,0,0,0,4.17,0,8.33,0,8.33,4.17,8.33,4.17,0,12.5,8.33,0,4.17,4.17,0,4.17,4.17,0,0,0,0,12.5,0,0,4.17,0,4.17,0,4.17,0,0,0,0,8.33,4.17,4.17,0,0,0,0,0,0,12.5,4.17,0,8.33,0,0,12.5,0,0,8.33,0,4.17,4.17,4.17,0,4.17,0,0,0,0,0,0,0,0,0,12.5,4.17,4.17,0,0,0,0,4.17,0,0,0,0
182,182.txt,1,13,82,77.92,63.54,1,13,0,69.23,46.15,0,0,0,0,0,0,0,0,0,23.08,15.38,15.38,0,0,23.08,0,0,0,23.08,0,7.69,0,7.69,0,7.69,0,7.69,0,0,0,0,7.69,0,7.69,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,7.69,15.38,0,23.08,7.69,7.69,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,15.38,7.69,0,0,0,0,0,0,0,0,0,7.69
183,183.txt,1,17,99,72.17,1,98.87,17,29.41,58.82,41.18,5.88,0,0,0,0,0,0,5.88,11.76,17.65,5.88,0,0,0,5.88,5.88,0,0,11.76,0,5.88,5.88,0,0,0,0,5.88,0,0,0,0,5.88,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,5.88,0,5.88,0,0,0,0,5.88,0,0,0,0,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,11.76,5.88,0,0,0,0,0,0,0,0,0,5.88
184,184.txt,1,17,92.84,50,1,25.77,17,23.53,58.82,47.06,5.88,0,0,0,0,0,0,5.88,11.76,11.76,17.65,0,0,0,17.65,0,0,0,23.53,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,5.88,5.88,0,0,0,0,0,0,0,0,0
185,185.txt,1,17,97.02,96.11,91.95,25.77,17,17.65,76.47,47.06,11.76,5.88,0,0,5.88,0,0,5.88,11.76,17.65,5.88,0,0,5.88,11.76,5.88,0,0,0,0,0,0,0,0,0,0,23.53,0,11.76,0,11.76,5.88,0,0,0,0,0,5.88,5.88,0,5.88,0,0,0,0,0,0,17.65,0,0,17.65,0,0,5.88,5.88,0,23.53,0,23.53,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65,5.88,0,0,0,0,0,11.76,0,0,0,0
186,186.txt,1,16,97.17,50,99,25.77,16,37.5,75,31.25,0,0,0,0,0,0,0,0,6.25,12.5,6.25,6.25,0,0,6.25,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,18.75,0,0,18.75,0,0,6.25,0,0,37.5,0,18.75,18.75,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,6.25,6.25,0,0,0,0,0,0,0,0,0
187,187.txt,1,17,99,50,91.95,25.77,17,11.76,88.24,41.18,0,0,0,0,0,0,0,0,17.65,11.76,5.88,5.88,0,0,5.88,0,0,0,17.65,5.88,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,29.41,5.88,5.88,17.65,0,0,0,5.88,0,0,0,0,0,0,0,0,11.76,5.88,0,0,0,0,0,0,0,0,0,5.88
188,188.txt,1,29,95.62,91.6,86.38,25.77,29,10.34,75.86,44.83,6.9,6.9,0,6.9,0,0,0,0,10.34,13.79,6.9,3.45,3.45,0,6.9,6.9,6.9,0,10.34,3.45,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,6.9,13.79,6.9,3.45,6.9,0,0,3.45,10.34,0,27.59,3.45,13.79,10.34,0,0,0,3.45,0,0,0,0,0,0,0,0,13.79,3.45,3.45,0,0,0,0,0,0,0,6.9,0
189,189.txt,1,39,98.53,60.13,8.65,2.7,19.5,23.08,76.92,41.03,7.69,0,0,0,0,0,0,7.69,5.13,20.51,5.13,0,2.56,0,10.26,7.69,2.56,0,10.26,2.56,2.56,0,2.56,0,0,2.56,2.56,0,0,0,0,0,0,0,0,0,0,0,2.56,0,2.56,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,7.69,2.56,12.82,7.69,2.56,2.56,7.69,0,0,7.69,0,0,0,0,0,0,0,0,15.38,5.13,2.56,0,0,0,0,0,0,0,0,7.69
190,190.txt,1,13,82,77.92,1.4,25.77,13,46.15,53.85,30.77,7.69,0,0,0,0,0,0,7.69,7.69,7.69,7.69,0,7.69,0,15.38,7.69,7.69,0,7.69,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,0,0,0,0,7.69,0,0,0,0
191,191.txt,1,15,83.85,2.31,82.75,25.77,15,26.67,93.33,46.67,6.67,0,0,0,0,0,0,6.67,13.33,6.67,6.67,0,6.67,6.67,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,6.67,13.33,0,6.67,0,13.33,0,0,0,0,0,0,0,0,0,13.33,0,0,13.33,0,0,0,6.67,0,6.67,6.67,0,0,20,0,0,6.67,0,0,0,0,0,0,0,0,26.67,6.67,6.67,0,0,0,0,0,0,0,13.33,0
192,192.txt,1,25,72.8,88.48,1,99,12.5,32,72,36,4,4,0,0,4,0,0,0,4,12,12,4,8,0,24,0,0,0,4,0,8,8,0,0,0,0,12,0,0,0,0,8,0,0,8,4,0,4,8,4,4,0,8,0,8,0,0,4,0,0,4,0,0,0,24,0,4,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,24,8,8,0,0,0,0,0,0,8,0,0
193,193.txt,1,9,74.89,50,4.97,25.77,9,44.44,77.78,55.56,11.11,11.11,0,0,0,0,11.11,0,0,22.22,11.11,0,11.11,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,11.11,0,0,0,0,22.22,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,11.11,0,11.11,0,22.22,0,0,11.11,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
194,194.txt,1,20,65.29,99,1,25.77,10,25,85,55,25,20,0,5,0,0,15,5,10,10,10,0,0,0,15,10,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,10,5,0,5,0,0,0,0,0,0,0,5,5,0,0,0,10,5,0,0,0,5,10,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,0,0,0,5,0,0,0,0
195,195.txt,1,12,99,79.76,74.76,25.77,12,33.33,66.67,25,0,0,0,0,0,0,0,0,0,25,0,0,8.33,0,16.67,8.33,8.33,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,8.33,0,8.33,0,8.33,0,8.33,0,0,8.33,0,0,8.33,0,0,0,8.33,0,25,8.33,16.67,0,8.33,0,0,0,0,0,0,0,0,0,0,0,25,8.33,16.67,0,0,0,0,0,0,0,0,0
196,196.txt,1,19,98.6,70.08,4.05,97.58,19,31.58,94.74,42.11,10.53,0,0,0,0,0,0,10.53,10.53,15.79,5.26,0,0,0,15.79,5.26,5.26,0,0,10.53,5.26,5.26,0,0,0,0,5.26,0,0,0,0,5.26,0,0,0,5.26,0,0,0,0,0,0,5.26,0,5.26,0,0,5.26,0,0,5.26,0,0,0,10.53,0,10.53,5.26,5.26,0,15.79,0,0,5.26,0,0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0
197,197.txt,1,14,97.54,1.67,89.63,25.77,14,28.57,92.86,42.86,7.14,7.14,7.14,0,0,0,0,0,7.14,21.43,7.14,0,0,7.14,21.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,14.29,0,7.14,7.14,0,0,7.14,7.14,0,14.29,7.14,0,7.14,14.29,0,0,21.43,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0
198,198.txt,1,27,99,50,92.47,1,27,22.22,70.37,44.44,3.7,0,0,0,0,0,0,3.7,11.11,22.22,7.41,0,3.7,0,14.81,7.41,3.7,0,7.41,0,3.7,0,3.7,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.81,0,3.7,11.11,0,0,14.81,0,0,29.63,7.41,18.52,3.7,0,0,0,0,0,0,0,0,0,0,0,0,7.41,7.41,0,0,0,0,0,0,0,0,0,0
199,199.txt,1,22,87.28,81.84,1,1,22,40.91,63.64,40.91,9.09,4.55,0,0,0,4.55,0,4.55,0,18.18,9.09,0,4.55,0,9.09,0,0,4.55,0,4.55,4.55,0,4.55,0,0,0,9.09,0,0,0,4.55,4.55,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,4.55,4.55,0,0,0,9.09,0,4.55,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,40.91,18.18,18.18,0,4.55,0,0,0,0,0,0,0
200,200.txt,1,16,84.57,73.4,35.37,25.77,16,31.25,75,31.25,6.25,6.25,0,0,0,0,6.25,0,0,12.5,0,6.25,6.25,0,12.5,0,0,0,6.25,12.5,0,0,0,0,0,0,6.25,0,0,0,0,12.5,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,0,6.25,0,18.75,12.5,6.25,0,6.25,0,0,6.25,0,0,6.25,0,6.25,6.25,0,0,25,6.25,0,0,0,0,0,6.25,0,0,12.5,0
201,201.txt,1,14,83,92.33,13.15,25.77,14,0,71.43,50,21.43,21.43,7.14,7.14,0,7.14,0,0,0,28.57,7.14,7.14,0,0,28.57,0,0,0,7.14,0,0,0,0,0,0,0,14.29,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,7.14,0,0,14.29,0,21.43,7.14,0,14.29,0,14.29,0,7.14,0,0,0,0,0,0,0,0,0,0,0,21.43,7.14,14.29,0,0,0,0,0,0,0,0,0
202,202.txt,1,21,96.41,2.86,99,25.77,21,19.05,100,57.14,19.05,14.29,14.29,0,0,0,0,4.76,9.52,23.81,4.76,0,4.76,0,14.29,19.05,14.29,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,14.29,0,0,23.81,0,9.52,14.29,4.76,0,0,9.52,0,0,0,0,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0
203,203.txt,1,14,99,92.33,13.15,25.77,14,35.71,71.43,42.86,0,0,0,0,0,0,0,0,7.14,21.43,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,7.14,7.14,7.14,0,7.14,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,7.14,0,0,14.29,7.14,7.14,0,0,0,0,0,0,7.14,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0
204,204.txt,1,33,99,61.92,6.95,25.77,33,27.27,72.73,36.36,3.03,0,0,0,0,0,0,3.03,9.09,21.21,3.03,0,3.03,0,6.06,3.03,3.03,0,6.06,6.06,0,0,0,0,0,0,3.03,0,0,0,0,6.06,0,0,0,3.03,3.03,0,0,0,0,0,3.03,0,3.03,0,0,0,0,0,0,0,0,0,6.06,3.03,12.12,3.03,6.06,3.03,6.06,0,0,9.09,0,0,0,0,0,0,0,0,15.15,3.03,0,0,0,0,0,3.03,0,0,6.06,3.03
205,205.txt,1,33,92.84,50,31.94,80.64,11,18.18,75.76,33.33,0,0,0,0,0,0,0,0,0,21.21,6.06,9.09,6.06,0,6.06,6.06,3.03,0,9.09,3.03,3.03,3.03,0,0,0,0,3.03,0,0,0,0,6.06,3.03,0,0,3.03,0,3.03,0,0,0,0,3.03,0,0,0,3.03,12.12,3.03,3.03,9.09,0,0,6.06,6.06,0,12.12,0,3.03,9.09,12.12,6.06,3.03,0,0,0,0,0,0,0,0,0,21.21,15.15,3.03,0,0,0,0,3.03,0,0,0,0
206,206.txt,1,31,62.27,74.07,2.96,25.77,31,16.13,67.74,38.71,12.9,3.23,0,3.23,0,0,0,9.68,3.23,9.68,6.45,3.23,6.45,0,12.9,3.23,0,3.23,16.13,6.45,0,0,0,0,0,0,3.23,0,0,0,0,6.45,3.23,0,0,0,3.23,0,0,0,0,0,3.23,0,3.23,0,0,3.23,3.23,0,0,0,0,0,6.45,3.23,6.45,0,3.23,3.23,0,0,0,9.68,0,0,0,0,0,0,0,0,29.03,9.68,6.45,0,0,0,0,6.45,0,0,0,6.45
207,207.txt,1,14,83,92.33,89.63,99,14,21.43,85.71,50,14.29,7.14,0,7.14,0,0,0,7.14,0,21.43,7.14,0,7.14,0,21.43,7.14,7.14,0,0,7.14,7.14,7.14,0,0,0,0,7.14,0,0,0,0,7.14,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,14.29,0,28.57,14.29,14.29,0,0,7.14,0,0,0,0,0,0,0,0,0,0,21.43,7.14,0,0,0,0,0,0,0,0,0,14.29
208,208.txt,1,15,83.85,50,10.08,1,15,20,60,33.33,13.33,6.67,0,0,0,0,6.67,6.67,0,13.33,0,0,6.67,0,13.33,0,0,0,0,0,13.33,0,13.33,0,6.67,0,13.33,0,0,0,0,6.67,0,0,6.67,6.67,0,6.67,0,0,0,0,0,0,0,0,0,13.33,0,0,6.67,0,6.67,0,13.33,0,13.33,6.67,6.67,0,0,0,0,0,6.67,0,6.67,6.67,0,0,0,0,13.33,6.67,0,0,0,0,0,6.67,0,0,0,0
209,209.txt,1,23,96.18,50,9.25,93.61,23,47.83,73.91,30.43,4.35,0,0,0,0,0,0,4.35,4.35,13.04,4.35,0,4.35,0,13.04,8.7,0,0,4.35,0,4.35,4.35,0,0,0,0,0,0,0,0,0,4.35,4.35,0,0,0,0,0,4.35,4.35,0,0,0,0,0,0,0,4.35,0,0,4.35,0,0,0,17.39,0,8.7,0,8.7,0,8.7,0,0,17.39,0,0,0,0,0,0,0,0,4.35,4.35,0,0,0,0,0,0,0,0,0,0
210,210.txt,1,15,99,74.76,43.37,25.77,15,13.33,86.67,26.67,6.67,0,0,0,0,0,0,6.67,13.33,6.67,0,0,0,0,13.33,6.67,0,0,6.67,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,6.67,0,6.67,0,6.67,0,6.67,0,0,0,0,0,0,0,0,6.67,13.33,0,20,0,0,20,0,0,0,13.33,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0
211,211.txt,1,12,92.84,50,23.51,25.77,12,33.33,83.33,33.33,8.33,8.33,8.33,0,0,0,0,0,8.33,8.33,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,8.33,0,0,8.33,0,8.33,0,16.67,0,0,8.33,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0
212,212.txt,1,17,99,50,6.2,98.87,17,29.41,70.59,29.41,0,0,0,0,0,0,0,0,11.76,11.76,0,0,5.88,0,11.76,5.88,0,0,11.76,0,5.88,5.88,0,0,0,0,0,0,0,0,0,5.88,0,5.88,0,0,0,0,0,0,0,0,5.88,0,5.88,0,0,11.76,0,0,11.76,0,0,5.88,5.88,0,11.76,0,11.76,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,35.29,5.88,0,0,0,0,0,11.76,11.76,0,0,5.88
213,213.txt,1,15,92.84,50,98.01,99,15,26.67,73.33,33.33,6.67,0,0,0,0,0,0,6.67,6.67,13.33,6.67,0,6.67,0,26.67,0,0,0,20,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,13.33,6.67,33.33,13.33,6.67,13.33,0,0,0,0,0,0,0,0,0,0,0,0,20,6.67,0,0,0,0,0,6.67,0,0,0,6.67
214,214.txt,1,10,99,50,99,25.77,10,40,70,30,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,10,30,10,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0
215,215.txt,1,15,51.43,25.24,99,1,15,26.67,93.33,53.33,13.33,0,0,0,0,0,0,13.33,6.67,13.33,13.33,6.67,6.67,0,20,0,0,6.67,0,0,6.67,0,6.67,0,6.67,0,0,0,0,0,0,13.33,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,20,0,33.33,13.33,13.33,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,20,6.67,13.33,0,0,0,0,0,0,0,0,0
216,216.txt,1,5,51.43,2.31,99,99,5,20,80,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0
